RSS_1,RSS_3,RSS_4,RSS_5,TxPower,xRegression,yRegression
83,67,83,75,-6,3.75,0.75
83,67,75,87,-6,3.75,0.75
83,66,75,84,-6,3.75,0.75
80,67,75,79,-6,3.75,0.75
80,68,86,78,-6,3.75,0.75
75,76,73,74,-6,2.25,0.75
77,78,73,75,-6,2.25,0.75
77,80,83,76,-6,2.25,0.75
79,80,77,74,-6,2.25,0.75
79,80,77,74,-6,2.25,0.75
73,80,75,78,-6,2.25,0.75
75,77,73,75,-6,2.25,0.75
79,77,73,80,-6,2.25,0.75
74,77,78,78,-6,2.25,0.75
76,77,75,74,-6,2.25,0.75
84,77,74,74,-6,2.25,0.75
76,77,76,74,-6,2.25,0.75
74,76,75,75,-6,2.25,0.75
80,76,75,75,-6,2.25,0.75
74,76,74,77,-6,2.25,0.75
80,75,75,77,-6,2.25,0.75
77,75,79,77,-6,2.25,0.75
83,76,80,79,-6,2.25,0.75
75,76,81,79,-6,2.25,0.75
79,76,83,79,-6,2.25,0.75
81,82,83,65,-6,0.75,0.75
81,82,83,70,-6,0.75,0.75
84,91,82,66,-6,0.75,0.75
85,91,80,67,-6,0.75,0.75
85,85,83,65,-6,0.75,0.75
85,85,83,66,-6,0.75,0.75
84,87,82,66,-6,0.75,0.75
81,83,82,67,-6,0.75,0.75
81,88,83,67,-6,0.75,0.75
82,86,83,66,-6,0.75,0.75
81,86,89,66,-6,0.75,0.75
83,86,83,67,-6,0.75,0.75
82,90,84,67,-6,0.75,0.75
82,90,83,70,-6,0.75,0.75
86,84,82,67,-6,0.75,0.75
85,84,79,67,-6,0.75,0.75
78,84,90,67,-6,0.75,0.75
76,85,90,67,-6,0.75,0.75
79,76,85,68,-6,0.75,2.25
80,76,85,68,-6,0.75,2.25
81,76,85,68,-6,0.75,2.25
81,85,85,70,-6,0.75,2.25
81,78,81,71,-6,0.75,2.25
80,77,83,71,-6,0.75,2.25
79,79,83,71,-6,0.75,2.25
86,81,77,69,-6,0.75,3.75
86,86,77,69,-6,0.75,3.75
86,86,76,68,-6,0.75,3.75
86,86,76,74,-6,0.75,3.75
88,84,76,71,-6,0.75,3.75
88,84,80,71,-6,0.75,3.75
88,91,80,71,-6,0.75,3.75
87,81,76,68,-6,0.75,3.75
82,81,74,74,-6,2.25,3.75
83,81,77,85,-6,2.25,3.75
78,85,77,84,-6,2.25,3.75
78,85,77,88,-6,2.25,3.75
78,87,76,88,-6,2.25,3.75
78,87,75,86,-6,2.25,3.75
80,78,76,86,-6,2.25,3.75
79,77,78,72,-6,2.25,3.75
80,78,71,72,-6,2.25,3.75
77,78,78,73,-6,2.25,3.75
78,78,79,73,-6,2.25,3.75
73,81,73,75,-6,3.75,2.25
69,81,73,75,-6,3.75,2.25
69,80,73,83,-6,3.75,2.25
71,77,71,83,-6,3.75,2.25
69,81,72,83,-6,3.75,2.25
69,81,76,76,-6,3.75,2.25
70,81,74,76,-6,3.75,2.25
69,81,72,75,-6,3.75,2.25
69,81,73,76,-6,3.75,2.25
69,78,73,83,-6,3.75,2.25
72,84,73,82,-6,3.75,2.25
70,82,72,76,-6,3.75,2.25
71,74,76,76,-6,5.25,2.25
80,81,75,77,-6,5.25,2.25
71,80,76,67,-6,5.25,2.25
70,79,73,77,-6,5.25,2.25
70,79,69,67,-6,5.25,2.25
76,79,69,67,-6,5.25,2.25
76,79,73,67,-6,5.25,2.25
76,79,68,71,-6,5.25,2.25
76,79,76,67,-6,5.25,2.25
72,73,73,71,-6,5.25,2.25
68,71,73,77,-6,6.75,2.25
69,72,73,78,-6,6.75,2.25
68,77,73,71,-6,6.75,2.25
68,70,73,76,-6,6.75,2.25
69,71,70,76,-6,6.75,2.25
69,71,70,75,-6,6.75,2.25
74,70,70,75,-6,6.75,2.25
74,70,70,75,-6,6.75,2.25
68,70,71,75,-6,6.75,2.25
68,69,70,75,-6,6.75,2.25
72,69,71,75,-6,6.75,2.25
78,83,71,68,-6,6.75,3.75
78,82,72,68,-6,6.75,3.75
78,82,73,68,-6,6.75,3.75
80,71,71,75,-6,6.75,3.75
79,71,74,71,-6,6.75,3.75
79,71,73,68,-6,6.75,3.75
79,71,74,68,-6,6.75,3.75
79,79,71,75,-6,6.75,3.75
75,83,71,70,-6,6.75,3.75
75,83,71,75,-6,6.75,3.75
76,83,73,75,-6,6.75,3.75
83,87,71,70,-6,6.75,3.75
68,77,72,75,-6,8.25,3.75
73,77,70,75,-6,8.25,3.75
70,77,70,75,-6,8.25,3.75
82,77,74,75,-6,8.25,3.75
67,78,70,75,-6,8.25,3.75
66,78,70,77,-6,8.25,3.75
66,78,70,67,-6,8.25,3.75
68,76,74,78,-6,8.25,3.75
65,82,71,75,-6,8.25,3.75
65,82,69,75,-6,8.25,3.75
65,82,71,75,-6,8.25,3.75
69,78,71,75,-6,8.25,3.75
78,78,70,78,-6,8.25,3.75
68,79,74,78,-6,8.25,3.75
69,79,74,80,-6,8.25,3.75
78,77,74,80,-6,8.25,3.75
64,77,85,79,-6,9.75,3.75
56,79,85,84,-6,9.75,3.75
58,79,82,84,-6,9.75,3.75
58,79,75,78,-6,9.75,3.75
56,76,74,78,-6,9.75,3.75
58,75,81,78,-6,9.75,3.75
56,76,81,78,-6,9.75,3.75
62,80,83,78,-6,9.75,3.75
56,80,83,85,-6,9.75,3.75
56,80,83,85,-6,9.75,3.75
56,79,76,78,-6,9.75,3.75
56,78,77,78,-6,9.75,3.75
56,78,77,86,-6,9.75,3.75
63,85,77,80,-6,11.25,3.75
63,85,76,80,-6,11.25,3.75
61,85,77,75,-6,11.25,3.75
61,85,80,79,-6,11.25,3.75
62,84,78,75,-6,11.25,3.75
62,85,76,80,-6,11.25,3.75
61,86,79,81,-6,11.25,3.75
61,86,79,81,-6,11.25,3.75
62,83,77,81,-6,11.25,3.75
61,84,76,75,-6,11.25,3.75
61,84,77,80,-6,11.25,3.75
61,88,78,75,-6,11.25,3.75
61,86,75,81,-6,11.25,3.75
80,86,88,87,-6,12.75,3.75
80,86,88,87,-6,12.75,3.75
80,85,91,87,-6,12.75,3.75
79,85,91,87,-6,12.75,3.75
78,85,91,87,-6,12.75,3.75
83,86,90,87,-6,12.75,3.75
83,86,90,87,-6,12.75,3.75
79,86,90,87,-6,12.75,3.75
79,86,90,87,-6,12.75,3.75
79,86,90,87,-6,12.75,3.75
73,88,85,89,-10,11.25,0.75
86,88,90,89,-10,11.25,0.75
72,88,90,89,-10,11.25,0.75
87,88,89,89,-10,11.25,0.75
75,88,89,89,-10,11.25,0.75
75,88,85,89,-10,11.25,0.75
75,87,88,89,-10,11.25,0.75
79,87,88,89,-10,11.25,0.75
79,87,88,89,-10,11.25,0.75
73,82,93,89,-10,9.75,0.75
73,82,93,89,-10,9.75,0.75
73,82,93,89,-10,9.75,0.75
72,81,91,89,-10,9.75,0.75
76,81,91,89,-10,9.75,0.75
76,81,91,89,-10,9.75,0.75
71,81,91,89,-10,9.75,0.75
71,79,91,89,-10,9.75,0.75
72,79,83,89,-10,9.75,0.75
71,79,83,89,-10,9.75,0.75
75,79,83,89,-10,9.75,0.75
76,91,83,89,-10,9.75,0.75
81,84,85,90,-10,8.25,0.75
71,80,85,90,-10,8.25,0.75
71,78,85,90,-10,8.25,0.75
75,81,85,90,-10,8.25,0.75
76,81,85,88,-10,8.25,0.75
83,78,85,89,-10,8.25,0.75
83,78,85,90,-10,8.25,0.75
79,82,85,90,-10,8.25,0.75
72,82,87,86,-10,8.25,0.75
72,83,89,86,-10,8.25,0.75
73,82,87,86,-10,8.25,0.75
71,82,87,86,-10,8.25,0.75
71,85,90,90,-10,8.25,0.75
78,85,90,90,-10,8.25,0.75
76,83,90,90,-10,8.25,0.75
74,72,86,85,-10,6.75,0.75
74,72,87,85,-10,6.75,0.75
80,72,87,85,-10,6.75,0.75
77,78,87,85,-10,6.75,0.75
82,78,87,85,-10,6.75,0.75
82,72,87,85,-10,6.75,0.75
78,78,87,85,-10,6.75,0.75
78,78,88,85,-10,6.75,0.75
77,78,88,85,-10,6.75,0.75
79,78,88,85,-10,6.75,0.75
83,78,86,85,-10,6.75,0.75
77,78,87,85,-10,6.75,0.75
84,78,88,85,-10,6.75,0.75
75,72,88,85,-10,6.75,0.75
79,72,89,85,-10,6.75,0.75
85,73,84,90,-10,5.25,0.75
76,73,84,91,-10,5.25,0.75
76,73,84,91,-10,5.25,0.75
76,73,84,91,-10,5.25,0.75
76,73,86,91,-10,5.25,0.75
76,71,86,91,-10,5.25,0.75
76,73,84,87,-10,5.25,0.75
76,73,84,87,-10,5.25,0.75
76,70,87,86,-10,5.25,0.75
73,70,88,86,-10,5.25,0.75
73,70,88,86,-10,5.25,0.75
76,74,88,86,-10,5.25,0.75
74,70,88,86,-10,5.25,0.75
81,84,83,82,-10,3.75,0.75
85,73,80,80,-10,3.75,0.75
86,72,84,80,-10,3.75,0.75
79,72,84,80,-10,3.75,0.75
79,88,80,82,-10,3.75,0.75
79,73,80,80,-10,3.75,0.75
80,87,80,80,-10,3.75,0.75
78,70,80,80,-10,3.75,0.75
78,70,84,83,-10,3.75,0.75
80,72,86,81,-10,3.75,0.75
82,71,82,81,-10,3.75,0.75
82,89,82,81,-10,3.75,0.75
82,89,82,84,-10,3.75,0.75
82,70,85,82,-10,3.75,0.75
85,87,81,79,-10,2.25,0.75
82,90,81,80,-10,2.25,0.75
82,90,76,79,-10,2.25,0.75
84,90,80,82,-10,2.25,0.75
84,90,80,82,-10,2.25,0.75
83,90,78,84,-10,2.25,0.75
83,79,81,82,-10,2.25,0.75
83,79,80,86,-10,2.25,0.75
78,79,80,87,-10,2.25,0.75
78,79,79,81,-10,2.25,0.75
84,79,79,81,-10,2.25,0.75
82,79,79,81,-10,2.25,0.75
82,86,79,86,-10,2.25,0.75
82,86,79,86,-10,2.25,0.75
82,86,79,82,-10,2.25,0.75
82,81,82,87,-10,2.25,0.75
86,81,76,87,-10,2.25,0.75
86,84,76,82,-10,2.25,0.75
79,84,81,82,-10,2.25,0.75
82,81,78,82,-10,2.25,0.75
85,89,87,71,-10,0.75,0.75
85,89,87,85,-10,0.75,0.75
85,88,87,85,-10,0.75,0.75
88,88,87,71,-10,0.75,0.75
88,88,86,71,-10,0.75,0.75
88,88,86,71,-10,0.75,0.75
88,88,86,85,-10,0.75,0.75
88,88,88,84,-10,0.75,0.75
88,88,88,84,-10,0.75,0.75
88,88,88,72,-10,0.75,0.75
88,88,87,85,-10,0.75,0.75
88,88,89,84,-10,0.75,0.75
88,89,84,85,-10,0.75,0.75
88,90,86,71,-10,0.75,0.75
83,90,84,71,-10,0.75,0.75
83,90,84,74,-10,0.75,0.75
86,90,85,74,-10,0.75,0.75
81,89,85,74,-10,0.75,0.75
81,91,81,74,-10,0.75,2.25
81,80,79,74,-10,0.75,2.25
82,80,81,74,-10,0.75,2.25
82,80,81,74,-10,0.75,2.25
82,81,81,74,-10,0.75,2.25
83,90,81,83,-10,0.75,2.25
81,82,81,83,-10,0.75,2.25
82,88,81,73,-10,0.75,3.75
82,86,81,73,-10,0.75,3.75
82,86,80,80,-10,0.75,3.75
82,86,81,74,-10,0.75,3.75
83,90,81,80,-10,0.75,3.75
83,90,82,80,-10,0.75,3.75
83,85,83,80,-10,0.75,3.75
83,85,82,74,-10,0.75,3.75
86,83,86,80,-10,2.25,3.75
81,90,89,77,-10,2.25,3.75
81,87,89,78,-10,2.25,3.75
81,87,87,78,-10,2.25,3.75
81,88,85,78,-10,2.25,3.75
83,88,86,77,-10,2.25,3.75
83,92,87,77,-10,2.25,3.75
81,83,87,76,-10,2.25,3.75
87,83,80,76,-10,2.25,3.75
83,89,81,79,-10,2.25,3.75
83,89,83,79,-10,2.25,3.75
72,81,79,74,-10,3.75,2.25
72,83,79,74,-10,3.75,2.25
72,79,81,85,-10,3.75,2.25
74,83,80,85,-10,3.75,2.25
74,78,83,85,-10,3.75,2.25
74,78,81,74,-10,3.75,2.25
74,78,80,87,-10,3.75,2.25
72,83,82,86,-10,3.75,2.25
72,83,82,74,-10,3.75,2.25
72,83,80,77,-10,3.75,2.25
72,79,81,74,-10,3.75,2.25
72,89,81,76,-10,3.75,2.25
76,81,75,91,-10,5.25,2.25
76,81,75,75,-10,5.25,2.25
77,81,74,75,-10,5.25,2.25
76,82,72,91,-10,5.25,2.25
78,82,72,75,-10,5.25,2.25
76,82,72,75,-10,5.25,2.25
76,82,75,75,-10,5.25,2.25
78,82,75,75,-10,5.25,2.25
78,82,75,75,-10,5.25,2.25
77,81,75,75,-10,5.25,2.25
80,72,76,82,-10,6.75,2.25
75,72,76,82,-10,6.75,2.25
84,74,78,82,-10,6.75,2.25
84,82,78,83,-10,6.75,2.25
74,77,87,82,-10,6.75,2.25
74,77,87,82,-10,6.75,2.25
79,74,81,81,-10,6.75,2.25
74,74,87,81,-10,6.75,2.25
75,74,86,83,-10,6.75,2.25
75,77,85,83,-10,6.75,2.25
72,77,80,83,-10,6.75,2.25
83,75,85,80,-10,6.75,3.75
83,76,78,78,-10,6.75,3.75
83,76,86,79,-10,6.75,3.75
84,73,79,88,-10,6.75,3.75
81,73,79,88,-10,6.75,3.75
81,73,78,88,-10,6.75,3.75
86,73,86,79,-10,6.75,3.75
86,76,86,88,-10,6.75,3.75
82,76,86,79,-10,6.75,3.75
82,76,86,78,-10,6.75,3.75
83,76,80,79,-10,6.75,3.75
83,73,80,80,-10,6.75,3.75
81,80,76,80,-10,8.25,3.75
82,80,79,80,-10,8.25,3.75
74,80,77,80,-10,8.25,3.75
76,79,76,80,-10,8.25,3.75
76,81,78,80,-10,8.25,3.75
78,81,78,78,-10,8.25,3.75
78,82,78,79,-10,8.25,3.75
72,81,79,87,-10,8.25,3.75
72,82,75,78,-10,8.25,3.75
72,82,79,87,-10,8.25,3.75
71,82,78,87,-10,8.25,3.75
83,81,77,87,-10,8.25,3.75
72,81,80,79,-10,8.25,3.75
81,80,79,79,-10,8.25,3.75
72,80,79,80,-10,8.25,3.75
80,80,79,80,-10,8.25,3.75
65,78,83,81,-10,9.75,3.75
65,78,83,81,-10,9.75,3.75
65,78,86,81,-10,9.75,3.75
65,84,83,81,-10,9.75,3.75
66,78,84,84,-10,9.75,3.75
65,85,84,84,-10,9.75,3.75
70,85,84,84,-10,9.75,3.75
67,78,83,84,-10,9.75,3.75
65,78,83,83,-10,9.75,3.75
65,84,83,83,-10,9.75,3.75
70,78,83,83,-10,9.75,3.75
70,78,85,82,-10,9.75,3.75
70,78,85,81,-10,9.75,3.75
66,84,85,82,-10,11.25,3.75
66,85,84,82,-10,11.25,3.75
65,85,86,82,-10,11.25,3.75
65,85,79,82,-10,11.25,3.75
67,85,85,82,-10,11.25,3.75
67,85,86,82,-10,11.25,3.75
67,85,85,84,-10,11.25,3.75
67,85,83,84,-10,11.25,3.75
67,85,79,82,-10,11.25,3.75
67,84,84,83,-10,11.25,3.75
67,84,79,83,-10,11.25,3.75
67,89,79,82,-10,11.25,3.75
65,85,85,82,-10,11.25,3.75
89,90,88,88,-10,12.75,3.75
89,90,88,88,-10,12.75,3.75
89,90,88,88,-10,12.75,3.75
89,90,88,88,-10,12.75,3.75
89,90,88,88,-10,12.75,3.75
82,90,88,88,-10,12.75,3.75
83,90,88,88,-10,12.75,3.75
87,90,88,88,-10,12.75,3.75
87,90,88,88,-10,12.75,3.75
82,90,88,88,-10,12.75,3.75
65,80,89,88,-7,11.25,0.75
64,80,89,88,-7,11.25,0.75
69,80,89,88,-7,11.25,0.75
63,80,87,87,-7,11.25,0.75
65,80,87,87,-7,11.25,0.75
65,80,88,87,-7,11.25,0.75
65,82,86,87,-7,11.25,0.75
69,82,90,87,-7,11.25,0.75
69,82,90,86,-7,11.25,0.75
67,84,80,86,-7,9.75,0.75
68,84,81,88,-7,9.75,0.75
66,84,77,88,-7,9.75,0.75
65,85,77,87,-7,9.75,0.75
71,85,78,87,-7,9.75,0.75
71,85,83,90,-7,9.75,0.75
71,85,81,90,-7,9.75,0.75
71,87,81,90,-7,9.75,0.75
68,88,79,90,-7,9.75,0.75
72,88,85,82,-7,9.75,0.75
74,88,85,87,-7,9.75,0.75
62,89,82,82,-7,9.75,0.75
72,84,80,85,-7,8.25,0.75
77,83,77,85,-7,8.25,0.75
77,82,79,86,-7,8.25,0.75
82,82,80,86,-7,8.25,0.75
78,82,85,89,-7,8.25,0.75
75,83,79,86,-7,8.25,0.75
75,83,78,88,-7,8.25,0.75
79,85,78,88,-7,8.25,0.75
71,85,79,85,-7,8.25,0.75
68,83,79,90,-7,8.25,0.75
76,84,79,83,-7,8.25,0.75
68,84,77,83,-7,8.25,0.75
68,86,76,88,-7,8.25,0.75
79,86,76,88,-7,8.25,0.75
78,80,76,88,-7,8.25,0.75
79,78,74,87,-7,6.75,0.75
79,78,71,87,-7,6.75,0.75
77,78,81,91,-7,6.75,0.75
74,82,75,91,-7,6.75,0.75
74,82,73,86,-7,6.75,0.75
74,80,72,86,-7,6.75,0.75
75,79,73,86,-7,6.75,0.75
75,80,71,89,-7,6.75,0.75
77,82,70,88,-7,6.75,0.75
77,79,73,88,-7,6.75,0.75
79,80,80,86,-7,6.75,0.75
74,80,81,86,-7,6.75,0.75
79,80,74,89,-7,6.75,0.75
76,82,72,89,-7,6.75,0.75
76,82,72,89,-7,6.75,0.75
78,70,72,81,-7,5.25,0.75
82,73,72,81,-7,5.25,0.75
82,71,72,84,-7,5.25,0.75
82,71,76,84,-7,5.25,0.75
82,71,74,84,-7,5.25,0.75
82,70,76,86,-7,5.25,0.75
85,71,75,83,-7,5.25,0.75
83,89,75,82,-7,5.25,0.75
82,72,75,86,-7,5.25,0.75
83,71,76,84,-7,5.25,0.75
83,71,76,86,-7,5.25,0.75
82,88,73,86,-7,5.25,0.75
83,71,79,84,-7,5.25,0.75
78,76,79,78,-7,3.75,0.75
74,76,78,78,-7,3.75,0.75
74,74,78,78,-7,3.75,0.75
83,74,78,78,-7,3.75,0.75
74,76,80,78,-7,3.75,0.75
74,76,76,79,-7,3.75,0.75
72,75,73,77,-7,3.75,0.75
71,76,73,77,-7,3.75,0.75
71,74,74,78,-7,3.75,0.75
72,73,74,78,-7,3.75,0.75
72,71,73,78,-7,3.75,0.75
72,76,73,85,-7,3.75,0.75
72,75,73,85,-7,3.75,0.75
72,75,86,85,-7,3.75,0.75
81,72,73,81,-7,2.25,0.75
84,75,73,75,-7,2.25,0.75
84,76,75,80,-7,2.25,0.75
86,76,75,87,-7,2.25,0.75
86,76,75,87,-7,2.25,0.75
80,76,86,84,-7,2.25,0.75
82,80,73,80,-7,2.25,0.75
80,80,83,84,-7,2.25,0.75
77,80,81,84,-7,2.25,0.75
77,80,84,83,-7,2.25,0.75
78,80,81,83,-7,2.25,0.75
78,80,85,83,-7,2.25,0.75
79,84,84,82,-7,2.25,0.75
78,84,84,82,-7,2.25,0.75
79,84,83,81,-7,2.25,0.75
79,79,81,81,-7,2.25,0.75
78,79,74,81,-7,2.25,0.75
78,82,74,86,-7,2.25,0.75
79,82,75,86,-7,2.25,0.75
81,82,74,86,-7,2.25,0.75
81,83,76,77,-7,0.75,0.75
81,83,76,77,-7,0.75,0.75
75,80,79,77,-7,0.75,0.75
80,80,76,77,-7,0.75,0.75
80,80,76,77,-7,0.75,0.75
79,80,76,76,-7,0.75,0.75
81,86,79,76,-7,0.75,0.75
82,86,76,77,-7,0.75,0.75
82,80,79,77,-7,0.75,0.75
80,80,79,89,-7,0.75,0.75
77,80,75,77,-7,0.75,0.75
83,80,77,76,-7,0.75,0.75
83,80,77,76,-7,0.75,0.75
83,85,77,77,-7,0.75,0.75
81,83,79,76,-7,0.75,0.75
81,88,86,84,-7,0.75,0.75
81,88,83,84,-7,0.75,0.75
82,87,83,84,-7,0.75,0.75
77,90,88,81,-7,0.75,2.25
74,90,83,80,-7,0.75,2.25
77,90,82,80,-7,0.75,2.25
77,78,82,72,-7,0.75,2.25
77,78,88,67,-7,0.75,2.25
79,78,81,80,-7,0.75,2.25
78,77,81,67,-7,0.75,2.25
79,81,79,71,-7,0.75,3.75
80,84,79,71,-7,0.75,3.75
80,84,78,71,-7,0.75,3.75
80,84,78,70,-7,0.75,3.75
76,80,78,72,-7,0.75,3.75
77,80,79,72,-7,0.75,3.75
78,87,79,72,-7,0.75,3.75
78,79,79,74,-7,0.75,3.75
81,80,78,85,-7,2.25,3.75
82,74,81,84,-7,2.25,3.75
80,74,81,77,-7,2.25,3.75
80,74,84,82,-7,2.25,3.75
79,89,81,82,-7,2.25,3.75
79,89,81,76,-7,2.25,3.75
81,83,79,76,-7,2.25,3.75
80,73,79,83,-7,2.25,3.75
81,73,80,83,-7,2.25,3.75
79,74,85,80,-7,2.25,3.75
80,74,85,80,-7,2.25,3.75
77,89,78,82,-7,3.75,2.25
74,89,78,82,-7,3.75,2.25
73,89,80,82,-7,3.75,2.25
77,89,79,82,-7,3.75,2.25
73,88,79,82,-7,3.75,2.25
73,88,82,73,-7,3.75,2.25
77,88,79,75,-7,3.75,2.25
73,88,80,84,-7,3.75,2.25
73,88,80,80,-7,3.75,2.25
73,89,79,82,-7,3.75,2.25
73,89,79,84,-7,3.75,2.25
73,90,82,85,-7,3.75,2.25
76,75,73,69,-7,5.25,2.25
78,74,86,89,-7,5.25,2.25
75,74,87,73,-7,5.25,2.25
79,76,73,73,-7,5.25,2.25
79,76,73,73,-7,5.25,2.25
74,76,73,69,-7,5.25,2.25
74,76,74,73,-7,5.25,2.25
74,76,73,73,-7,5.25,2.25
74,76,73,69,-7,5.25,2.25
79,75,73,69,-7,5.25,2.25
82,74,80,89,-7,6.75,2.25
73,73,80,85,-7,6.75,2.25
73,79,83,85,-7,6.75,2.25
73,72,83,85,-7,6.75,2.25
74,80,80,84,-7,6.75,2.25
74,80,79,77,-7,6.75,2.25
73,71,81,83,-7,6.75,2.25
73,71,80,83,-7,6.75,2.25
81,71,76,83,-7,6.75,2.25
81,79,80,83,-7,6.75,2.25
73,79,78,83,-7,6.75,2.25
70,82,82,85,-7,6.75,3.75
70,82,74,85,-7,6.75,3.75
70,82,74,88,-7,6.75,3.75
69,82,74,84,-7,6.75,3.75
70,82,81,84,-7,6.75,3.75
70,80,75,85,-7,6.75,3.75
78,80,82,78,-7,6.75,3.75
78,82,82,78,-7,6.75,3.75
71,85,81,85,-7,6.75,3.75
81,85,81,85,-7,6.75,3.75
77,85,87,84,-7,6.75,3.75
79,84,76,84,-7,6.75,3.75
67,79,75,83,-7,8.25,3.75
66,79,74,83,-7,8.25,3.75
80,82,74,83,-7,8.25,3.75
81,80,75,83,-7,8.25,3.75
78,80,75,83,-7,8.25,3.75
78,80,74,84,-7,8.25,3.75
78,82,74,83,-7,8.25,3.75
66,81,74,83,-7,8.25,3.75
66,75,75,83,-7,8.25,3.75
79,75,74,83,-7,8.25,3.75
66,75,74,83,-7,8.25,3.75
65,78,74,83,-7,8.25,3.75
79,78,74,78,-7,8.25,3.75
67,77,73,78,-7,8.25,3.75
81,77,73,79,-7,8.25,3.75
65,78,73,79,-7,8.25,3.75
68,89,76,76,-7,9.75,3.75
70,89,76,84,-7,9.75,3.75
70,89,75,84,-7,9.75,3.75
70,89,75,85,-7,9.75,3.75
64,75,76,83,-7,9.75,3.75
64,74,80,83,-7,9.75,3.75
64,74,80,83,-7,9.75,3.75
70,74,81,83,-7,9.75,3.75
70,74,81,83,-7,9.75,3.75
70,74,81,83,-7,9.75,3.75
70,81,82,83,-7,9.75,3.75
70,82,76,83,-7,9.75,3.75
64,82,76,83,-7,9.75,3.75
61,87,80,81,-7,11.25,3.75
61,86,79,81,-7,11.25,3.75
61,86,79,83,-7,11.25,3.75
61,86,79,83,-7,11.25,3.75
60,85,81,82,-7,11.25,3.75
61,84,80,82,-7,11.25,3.75
60,84,79,82,-7,11.25,3.75
60,84,78,82,-7,11.25,3.75
66,83,79,82,-7,11.25,3.75
66,87,86,80,-7,11.25,3.75
66,87,79,81,-7,11.25,3.75
61,80,83,84,-7,11.25,3.75
60,82,89,82,-7,11.25,3.75
81,88,88,85,-7,12.75,3.75
81,88,88,85,-7,12.75,3.75
81,88,88,85,-7,12.75,3.75
84,88,88,85,-7,12.75,3.75
84,88,88,85,-7,12.75,3.75
80,87,88,85,-7,12.75,3.75
80,87,88,85,-7,12.75,3.75
82,87,88,85,-7,12.75,3.75
82,87,88,85,-7,12.75,3.75
80,85,88,85,-7,12.75,3.75
